track_name,track_artist,track_album_id,track_album_release_date,track_id,track_album_id,playlist_name,playlist_genre,playlist_subgenre,playlist_id,track_popularity,energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,time_signature,track_href,uri,analysis_url,id
Lolita,Ashh,6gy4OXpFlxRIBWq0tyl1Uk,07/07/2017,4l1Uz65pAxfYRvT5esJYy2,6gy4OXpFlxRIBWq0tyl1Uk,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,52,0.675,83.204,0.474,-5.901,0.131,0.386,0.233,0,1,3,221986,0.22,4,https://api.spotify.com/v1/tracks/4l1Uz65pAxfYRvT5esJYy2,spotify:track:4l1Uz65pAxfYRvT5esJYy2,https://api.spotify.com/v1/audio-analysis/4l1Uz65pAxfYRvT5esJYy2,4l1Uz65pAxfYRvT5esJYy2
J't'emmène au vent,Louise Attaque,2HkPAUQZm9D1wkJQeh9ENz,22/04/1997,0Wr98MVkENZXddiLB3bPb0,2HkPAUQZm9D1wkJQeh9ENz,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,65,0.772,137.014,0.567,-5.577,0.101,0.597,0.0365,0,1,6,184173,0.252,4,https://api.spotify.com/v1/tracks/0Wr98MVkENZXddiLB3bPb0,spotify:track:0Wr98MVkENZXddiLB3bPb0,https://api.spotify.com/v1/audio-analysis/0Wr98MVkENZXddiLB3bPb0,0Wr98MVkENZXddiLB3bPb0
A minuit,Bekar,0YCiorfxX8R4e2s3akF5Du,31/05/2023,1QVI9FaqaN9hvPiRxyXscb,0YCiorfxX8R4e2s3akF5Du,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,52,0.623,75.996,0.712,-8.473,0.214,0.869,0.0439,0,0,0,132750,0.4,4,https://api.spotify.com/v1/tracks/1QVI9FaqaN9hvPiRxyXscb,spotify:track:1QVI9FaqaN9hvPiRxyXscb,https://api.spotify.com/v1/audio-analysis/1QVI9FaqaN9hvPiRxyXscb,1QVI9FaqaN9hvPiRxyXscb
Les feuilles mortes,Yves Montand,0sodlAGcAZn3GXQE99eACP,10/11/2017,1AGcJROYcL6gN8op97wyR2,0sodlAGcAZn3GXQE99eACP,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,34,0.146,88.934,0.391,-15.246,0.0996,0.158,0.0438,0.000243,0,2,200821,0.984,3,https://api.spotify.com/v1/tracks/1AGcJROYcL6gN8op97wyR2,spotify:track:1AGcJROYcL6gN8op97wyR2,https://api.spotify.com/v1/audio-analysis/1AGcJROYcL6gN8op97wyR2,1AGcJROYcL6gN8op97wyR2
Elle Danse sexy,"Sisi K, BB Model",019v2gdmyoJwLzWomc3x4X,20/06/2011,0fpNMkpXWuz999FB8hStfD,019v2gdmyoJwLzWomc3x4X,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,33,0.838,140.04,0.63,-4.662,0.205,0.707,0.036,1.27E-05,0,0,158626,0.00211,4,https://api.spotify.com/v1/tracks/0fpNMkpXWuz999FB8hStfD,spotify:track:0fpNMkpXWuz999FB8hStfD,https://api.spotify.com/v1/audio-analysis/0fpNMkpXWuz999FB8hStfD,0fpNMkpXWuz999FB8hStfD
Magic in the Air (feat. Ahmed Chawki),"Magic System, Chawki",7CbbTg0ujpAaeLvEvk8JqS,16/05/2014,3s6ltUrI93LBKU8taezsLn,7CbbTg0ujpAaeLvEvk8JqS,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,67,0.907,128.056,0.621,-3.923,0.067,0.884,0.0474,0,1,2,233693,0.091,4,https://api.spotify.com/v1/tracks/3s6ltUrI93LBKU8taezsLn,spotify:track:3s6ltUrI93LBKU8taezsLn,https://api.spotify.com/v1/audio-analysis/3s6ltUrI93LBKU8taezsLn,3s6ltUrI93LBKU8taezsLn
Ambiance à l'africaine,Magic System,7wnWmoZFoKyloWeNY7yMIW,01/04/2011,21laPESsH4dri1JmqKUQ6X,7wnWmoZFoKyloWeNY7yMIW,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,53,0.773,131.559,0.851,-5.159,0.214,0.734,0.263,0,0,9,183573,0.192,4,https://api.spotify.com/v1/tracks/21laPESsH4dri1JmqKUQ6X,spotify:track:21laPESsH4dri1JmqKUQ6X,https://api.spotify.com/v1/audio-analysis/21laPESsH4dri1JmqKUQ6X,21laPESsH4dri1JmqKUQ6X
Bécane - A COLORS SHOW,Yamê,7oBuvko8hsXKXHEUHvDXnB,01/06/2023,3oUEzTAoOxqZHN4xiqTGqJ,7oBuvko8hsXKXHEUHvDXnB,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,67,0.527,120.462,0.505,-7.765,0.0974,0.235,0.0958,0,1,10,182440,0.327,4,https://api.spotify.com/v1/tracks/3oUEzTAoOxqZHN4xiqTGqJ,spotify:track:3oUEzTAoOxqZHN4xiqTGqJ,https://api.spotify.com/v1/audio-analysis/3oUEzTAoOxqZHN4xiqTGqJ,3oUEzTAoOxqZHN4xiqTGqJ
Petit à petit,Arcadian,7e563NodwxSoe4CF2PWVX6,04/10/2019,6kCjAnjXVwZgVodhcJX7Wc,7e563NodwxSoe4CF2PWVX6,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,34,0.774,109.999,0.806,-7.06,0.131,0.517,0.0831,0,0,7,177773,0.106,4,https://api.spotify.com/v1/tracks/6kCjAnjXVwZgVodhcJX7Wc,spotify:track:6kCjAnjXVwZgVodhcJX7Wc,https://api.spotify.com/v1/audio-analysis/6kCjAnjXVwZgVodhcJX7Wc,6kCjAnjXVwZgVodhcJX7Wc
I love you,"Dadju, Tayc",58fJZLZiBzdbcEEIxi3FC6,08/12/2023,2QcTf5lLMrrWTiElDInpTb,58fJZLZiBzdbcEEIxi3FC6,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,63,0.61,138.266,0.447,-6.161,0.0984,0.718,0.188,0.000175,0,1,237867,0.316,5,https://api.spotify.com/v1/tracks/2QcTf5lLMrrWTiElDInpTb,spotify:track:2QcTf5lLMrrWTiElDInpTb,https://api.spotify.com/v1/audio-analysis/2QcTf5lLMrrWTiElDInpTb,2QcTf5lLMrrWTiElDInpTb
Les yeux de la mama,Kendji Girac,7g9b7LYW0PVDjyYyuRTUd8,25/11/2016,27jzdLZg3naniynbrXi8yE,7g9b7LYW0PVDjyYyuRTUd8,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,52,0.556,88.188,0.475,-6.06,0.0943,0.414,0.051,0,0,4,202480,0.43,4,https://api.spotify.com/v1/tracks/27jzdLZg3naniynbrXi8yE,spotify:track:27jzdLZg3naniynbrXi8yE,https://api.spotify.com/v1/audio-analysis/27jzdLZg3naniynbrXi8yE,27jzdLZg3naniynbrXi8yE
Le vent nous portera,Noir Désir,2GbW5WBU1BFSChvxtt6BBH,01/01/2001,2ZQVJD9I6GCqXmkmMuEoLa,2GbW5WBU1BFSChvxtt6BBH,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,58,0.702,105.232,0.669,-10.616,0.119,0.793,0.0582,0.0408,0,4,288693,0.713,4,https://api.spotify.com/v1/tracks/2ZQVJD9I6GCqXmkmMuEoLa,spotify:track:2ZQVJD9I6GCqXmkmMuEoLa,https://api.spotify.com/v1/audio-analysis/2ZQVJD9I6GCqXmkmMuEoLa,2ZQVJD9I6GCqXmkmMuEoLa
Côte Ouest,47ter,20bhNmXgWXqmUDj7qKzvjk,25/10/2019,2amrInRmNzmt4Etb6Yn1er,20bhNmXgWXqmUDj7qKzvjk,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,42,0.594,152.039,0.771,-7.961,0.181,0.581,0.0945,0,1,8,233280,0.501,4,https://api.spotify.com/v1/tracks/2amrInRmNzmt4Etb6Yn1er,spotify:track:2amrInRmNzmt4Etb6Yn1er,https://api.spotify.com/v1/audio-analysis/2amrInRmNzmt4Etb6Yn1er,2amrInRmNzmt4Etb6Yn1er
On avait dit,47ter,20bhNmXgWXqmUDj7qKzvjk,25/10/2019,2BdvlpzLMtnrRX24NLIpu5,20bhNmXgWXqmUDj7qKzvjk,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,34,0.643,120.014,0.772,-6.58,0.0679,0.776,0.0447,0,0,10,220547,0.541,4,https://api.spotify.com/v1/tracks/2BdvlpzLMtnrRX24NLIpu5,spotify:track:2BdvlpzLMtnrRX24NLIpu5,https://api.spotify.com/v1/audio-analysis/2BdvlpzLMtnrRX24NLIpu5,2BdvlpzLMtnrRX24NLIpu5
Et même après je t'aimerai,Hoshi,3exYaNDjha1sFreVSqlWGW,11/02/2022,5Pl4OxV9RGWNMO8MGmAoDP,3exYaNDjha1sFreVSqlWGW,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,58,0.621,100.055,0.589,-4.239,0.0919,0.253,0.038,0,1,1,195987,0.287,4,https://api.spotify.com/v1/tracks/5Pl4OxV9RGWNMO8MGmAoDP,spotify:track:5Pl4OxV9RGWNMO8MGmAoDP,https://api.spotify.com/v1/audio-analysis/5Pl4OxV9RGWNMO8MGmAoDP,5Pl4OxV9RGWNMO8MGmAoDP
Tout va bien,roland decembre,7ce6rlPWieH0zykGdlFRXA,03/02/2023,17FECd8IneHV65pCJduuse,7ce6rlPWieH0zykGdlFRXA,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,14,0.624,133.977,0.742,-8.139,0.268,0.866,0.042,0.154,1,2,191417,0.252,4,https://api.spotify.com/v1/tracks/17FECd8IneHV65pCJduuse,spotify:track:17FECd8IneHV65pCJduuse,https://api.spotify.com/v1/audio-analysis/17FECd8IneHV65pCJduuse,17FECd8IneHV65pCJduuse
Dans ma tête,Nell Widmer,7cWdOBIkhsd1nYcvXBl22L,05/05/2023,1N065mYphUNO3ImHmMpC1t,7cWdOBIkhsd1nYcvXBl22L,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,29,0.57,115.02,0.831,-8.572,0.122,0.478,0.127,0,0,6,162783,0.2,4,https://api.spotify.com/v1/tracks/1N065mYphUNO3ImHmMpC1t,spotify:track:1N065mYphUNO3ImHmMpC1t,https://api.spotify.com/v1/audio-analysis/1N065mYphUNO3ImHmMpC1t,1N065mYphUNO3ImHmMpC1t
Reste en Vie,Luidji,0MdN6wfUWZtMFXV0ESjYuf,22/06/2023,1qkwBaQUYh3HeUlUlGu8YM,0MdN6wfUWZtMFXV0ESjYuf,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,64,0.305,118.677,0.763,-8.174,0.774,0.551,0.269,0.000131,0,1,198387,0.857,5,https://api.spotify.com/v1/tracks/1qkwBaQUYh3HeUlUlGu8YM,spotify:track:1qkwBaQUYh3HeUlUlGu8YM,https://api.spotify.com/v1/audio-analysis/1qkwBaQUYh3HeUlUlGu8YM,1qkwBaQUYh3HeUlUlGu8YM
Médicament,"Niska, Booba",6vUCeESai9dzr8pS6UxPAG,05/04/2019,55mCsKCo4bPuYtZvHppp8z,6vUCeESai9dzr8pS6UxPAG,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,52,0.653,157.38,0.665,-6.686,0.0769,0.381,0.0893,0,0,6,198857,0.693,3,https://api.spotify.com/v1/tracks/55mCsKCo4bPuYtZvHppp8z,spotify:track:55mCsKCo4bPuYtZvHppp8z,https://api.spotify.com/v1/audio-analysis/55mCsKCo4bPuYtZvHppp8z,55mCsKCo4bPuYtZvHppp8z
Réseaux,Niska,6ag1Md5xNt3VvOdN0UbQDh,22/09/2017,0HKNlsZ0zFlSqUqWj1nVVG,6ag1Md5xNt3VvOdN0UbQDh,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,63,0.668,150.093,0.795,-6.463,0.127,0.349,0.244,0,1,1,196453,0.161,4,https://api.spotify.com/v1/tracks/0HKNlsZ0zFlSqUqWj1nVVG,spotify:track:0HKNlsZ0zFlSqUqWj1nVVG,https://api.spotify.com/v1/audio-analysis/0HKNlsZ0zFlSqUqWj1nVVG,0HKNlsZ0zFlSqUqWj1nVVG
P*Tain de m*Rde,Naza,4rhPllIBoPNuYbdWvOzLpX,04/05/2018,1OYliHobfsVlwcnQqtSSEE,4rhPllIBoPNuYbdWvOzLpX,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,47,0.802,140.014,0.776,-6.237,0.154,0.804,0.251,0.00356,1,0,197160,0.27,4,https://api.spotify.com/v1/tracks/1OYliHobfsVlwcnQqtSSEE,spotify:track:1OYliHobfsVlwcnQqtSSEE,https://api.spotify.com/v1/audio-analysis/1OYliHobfsVlwcnQqtSSEE,1OYliHobfsVlwcnQqtSSEE
La mer,Charles Trenet,2C44qxzLYAGVlPqffMy6LZ,25/06/1990,7sZSe99XSTu5KpYJEThvWr,2C44qxzLYAGVlPqffMy6LZ,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,43,0.168,84.749,0.241,-16.267,0.373,0.556,0.0442,0.114,1,0,201840,0.965,3,https://api.spotify.com/v1/tracks/7sZSe99XSTu5KpYJEThvWr,spotify:track:7sZSe99XSTu5KpYJEThvWr,https://api.spotify.com/v1/audio-analysis/7sZSe99XSTu5KpYJEThvWr,7sZSe99XSTu5KpYJEThvWr
Je t'aime moi non plus,"Serge Gainsbourg, Jane Birkin",0K7Rapnz35iffV4NNGWtPG,1996,5P0tWr5JZqDoi5wq2OalFH,0K7Rapnz35iffV4NNGWtPG,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,51,0.362,83.649,0.47,-12.382,0.29,0.376,0.0306,0.000703,1,0,268600,0.39,4,https://api.spotify.com/v1/tracks/5P0tWr5JZqDoi5wq2OalFH,spotify:track:5P0tWr5JZqDoi5wq2OalFH,https://api.spotify.com/v1/audio-analysis/5P0tWr5JZqDoi5wq2OalFH,5P0tWr5JZqDoi5wq2OalFH
Pacifique,Zoufris Maracas,7c6Z4B7NbzngH484t8jrFQ,02/03/2015,5kBAS93dHatBVw5lve0NVF,7c6Z4B7NbzngH484t8jrFQ,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,39,0.412,179.852,0.651,-9.686,0.103,0.922,0.0517,0,0,3,402050,0.444,3,https://api.spotify.com/v1/tracks/5kBAS93dHatBVw5lve0NVF,spotify:track:5kBAS93dHatBVw5lve0NVF,https://api.spotify.com/v1/audio-analysis/5kBAS93dHatBVw5lve0NVF,5kBAS93dHatBVw5lve0NVF
Jardin d'hiver,Henri Salvador,6M9b0h3mr9u46XCAgNsnNH,15/10/2000,7gHRVNiuL66Z6fE6DwZaFT,6M9b0h3mr9u46XCAgNsnNH,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,53,0.144,119.659,0.684,-17.419,0.241,0.573,0.0708,0.0249,0,11,168000,0.534,4,https://api.spotify.com/v1/tracks/7gHRVNiuL66Z6fE6DwZaFT,spotify:track:7gHRVNiuL66Z6fE6DwZaFT,https://api.spotify.com/v1/audio-analysis/7gHRVNiuL66Z6fE6DwZaFT,7gHRVNiuL66Z6fE6DwZaFT
La mémoire et la mer,Léo Ferré,4nLIaJr4poZPvpnwH0uUSp,01/01/2013,314p6h1dfDjmtsEqQCdLO2,4nLIaJr4poZPvpnwH0uUSp,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,22,0.281,129.346,0.42,-11.644,0.147,0.277,0.041,0,0,4,325573,0.85,3,https://api.spotify.com/v1/tracks/314p6h1dfDjmtsEqQCdLO2,spotify:track:314p6h1dfDjmtsEqQCdLO2,https://api.spotify.com/v1/audio-analysis/314p6h1dfDjmtsEqQCdLO2,314p6h1dfDjmtsEqQCdLO2
La maison près de la fontaine,Nino Ferrer,5M6ImA7adD4TpBV5wFq7DG,01/01/2004,5nzDLvRsZo6aUwb0wMhogb,5M6ImA7adD4TpBV5wFq7DG,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,38,0.302,88.15,0.467,-10.322,0.36,0.18,0.0291,0.00065,0,5,225253,0.788,4,https://api.spotify.com/v1/tracks/5nzDLvRsZo6aUwb0wMhogb,spotify:track:5nzDLvRsZo6aUwb0wMhogb,https://api.spotify.com/v1/audio-analysis/5nzDLvRsZo6aUwb0wMhogb,5nzDLvRsZo6aUwb0wMhogb
Le sud,Nino Ferrer,5M6ImA7adD4TpBV5wFq7DG,01/01/2004,7zjkSx1EUums3s1Yg2jPJD,5M6ImA7adD4TpBV5wFq7DG,French Touch,electronic,french,58zteW83Lvl8e158fCCFVN,57,0.56,89.885,0.534,-7.565,0.11,0.599,0.0236,9.63E-05,1,4,275040,0.451,4,https://api.spotify.com/v1/tracks/7zjkSx1EUums3s1Yg2jPJD,spotify:track:7zjkSx1EUums3s1Yg2jPJD,https://api.spotify.com/v1/audio-analysis/7zjkSx1EUums3s1Yg2jPJD,7zjkSx1EUums3s1Yg2jPJD
Used to Be in Love,The Jungle Giants,0RSKnjggldZx2NrKSOD913,07/07/2017,290xSzR8Ee9fm82poMg4od,0RSKnjggldZx2NrKSOD913,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,65,0.631,128.013,0.83,-5.238,0.0539,0.877,0.0313,0.0359,0,11,222787,0.0022,4,https://api.spotify.com/v1/tracks/290xSzR8Ee9fm82poMg4od,spotify:track:290xSzR8Ee9fm82poMg4od,https://api.spotify.com/v1/audio-analysis/290xSzR8Ee9fm82poMg4od,290xSzR8Ee9fm82poMg4od
Booster Seat,Spacey Jane,3zZi1vy6CnNZX7lbcRJtXo,12/06/2020,72RC6Kw32QfJi6RzlDKNxs,3zZi1vy6CnNZX7lbcRJtXo,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,62,0.55,111.962,0.629,-5.403,0.108,0.7,0.0263,1.21E-06,1,11,268880,0.042,4,https://api.spotify.com/v1/tracks/72RC6Kw32QfJi6RzlDKNxs,spotify:track:72RC6Kw32QfJi6RzlDKNxs,https://api.spotify.com/v1/audio-analysis/72RC6Kw32QfJi6RzlDKNxs,72RC6Kw32QfJi6RzlDKNxs
Sofa King,Royel Otis,6qKsVbDuX5sKB4OTqkNc0C,31/03/2023,25HgUJf69zb3K7TJw7LGCQ,6qKsVbDuX5sKB4OTqkNc0C,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,68,0.898,97.021,0.565,-5.055,0.254,0.864,0.0412,0.00296,1,0,196317,0.00491,4,https://api.spotify.com/v1/tracks/25HgUJf69zb3K7TJw7LGCQ,spotify:track:25HgUJf69zb3K7TJw7LGCQ,https://api.spotify.com/v1/audio-analysis/25HgUJf69zb3K7TJw7LGCQ,25HgUJf69zb3K7TJw7LGCQ
Yellow Mellow,Ocean Alley,2sITa9oyQTzBNmtvl5zIKE,08/09/2013,37PW5zbkDIya8arHEHEo6q,2sITa9oyQTzBNmtvl5zIKE,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,62,0.852,86.309,0.493,-3.349,0.147,0.499,0.0802,9.72E-06,0,11,225656,0.0231,4,https://api.spotify.com/v1/tracks/37PW5zbkDIya8arHEHEo6q,spotify:track:37PW5zbkDIya8arHEHEo6q,https://api.spotify.com/v1/audio-analysis/37PW5zbkDIya8arHEHEo6q,37PW5zbkDIya8arHEHEo6q
Out Of Luck,Old Mervs,0N4bUyCf23kJVTsEAnCdjK,06/08/2021,3ITiZ7MiBhQ4yCYrWpHhVK,0N4bUyCf23kJVTsEAnCdjK,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,53,0.883,95.951,0.506,-5.063,0.104,0.5,0.0363,0,1,7,179219,0.29,4,https://api.spotify.com/v1/tracks/3ITiZ7MiBhQ4yCYrWpHhVK,spotify:track:3ITiZ7MiBhQ4yCYrWpHhVK,https://api.spotify.com/v1/audio-analysis/3ITiZ7MiBhQ4yCYrWpHhVK,3ITiZ7MiBhQ4yCYrWpHhVK
Sunbleached Girl,Shag Rock,019HD6vbtg0G9wrqZXJCt8,10/02/2017,7xeJKKmWX8PT0N5jZccbVD,019HD6vbtg0G9wrqZXJCt8,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,55,0.603,108.074,0.718,-6.278,0.0781,0.474,0.0258,0,1,3,177467,0.326,4,https://api.spotify.com/v1/tracks/7xeJKKmWX8PT0N5jZccbVD,spotify:track:7xeJKKmWX8PT0N5jZccbVD,https://api.spotify.com/v1/audio-analysis/7xeJKKmWX8PT0N5jZccbVD,7xeJKKmWX8PT0N5jZccbVD
Better in Blak,Thelma Plum,0QuumkXPKBWR7wOKUfqQ34,12/07/2019,1c5iUY7Zg1SxtROg1yr5ad,0QuumkXPKBWR7wOKUfqQ34,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,51,0.849,148.002,0.673,-5.242,0.116,0.375,0.0544,0.000274,1,1,192467,0.0186,4,https://api.spotify.com/v1/tracks/1c5iUY7Zg1SxtROg1yr5ad,spotify:track:1c5iUY7Zg1SxtROg1yr5ad,https://api.spotify.com/v1/audio-analysis/1c5iUY7Zg1SxtROg1yr5ad,1c5iUY7Zg1SxtROg1yr5ad
Money,Lime Cordiale,537M91OtVxaFAgF4HYcQKY,10/07/2020,2Vi8BQIM9vCQkkrvf3VPjI,537M91OtVxaFAgF4HYcQKY,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,55,0.585,110.058,0.646,-9.148,0.406,0.412,0.0336,0.293,1,4,238180,0.163,4,https://api.spotify.com/v1/tracks/2Vi8BQIM9vCQkkrvf3VPjI,spotify:track:2Vi8BQIM9vCQkkrvf3VPjI,https://api.spotify.com/v1/audio-analysis/2Vi8BQIM9vCQkkrvf3VPjI,2Vi8BQIM9vCQkkrvf3VPjI
Australia Street,Sticky Fingers,2XiBbHgNjlt3JLz8j2S61k,08/03/2013,2e9OK4HiyXyAH5oEtaxnIc,2XiBbHgNjlt3JLz8j2S61k,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,62,0.69,77.66,0.456,-8.092,0.0992,0.512,0.0448,0,1,0,219027,0.0215,4,https://api.spotify.com/v1/tracks/2e9OK4HiyXyAH5oEtaxnIc,spotify:track:2e9OK4HiyXyAH5oEtaxnIc,https://api.spotify.com/v1/audio-analysis/2e9OK4HiyXyAH5oEtaxnIc,2e9OK4HiyXyAH5oEtaxnIc
Up In The Clouds,Skegss,4rpXQIl1wIfe368YubjHcx,07/09/2018,440m8MPuMzg5PkipV7Sh45,4rpXQIl1wIfe368YubjHcx,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,51,0.64,104.989,0.553,-9.246,0.205,0.478,0.0288,0,1,0,149623,0.0109,4,https://api.spotify.com/v1/tracks/440m8MPuMzg5PkipV7Sh45,spotify:track:440m8MPuMzg5PkipV7Sh45,https://api.spotify.com/v1/audio-analysis/440m8MPuMzg5PkipV7Sh45,440m8MPuMzg5PkipV7Sh45
Feel the Way I Do,The Jungle Giants,0RSKnjggldZx2NrKSOD913,07/07/2017,0TVwMTKyuSp41ytctKTA3T,0RSKnjggldZx2NrKSOD913,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,55,0.636,122.966,0.803,-4.64,0.0791,0.817,0.0322,0.00505,0,11,205147,0.0231,4,https://api.spotify.com/v1/tracks/0TVwMTKyuSp41ytctKTA3T,spotify:track:0TVwMTKyuSp41ytctKTA3T,https://api.spotify.com/v1/audio-analysis/0TVwMTKyuSp41ytctKTA3T,0TVwMTKyuSp41ytctKTA3T
Rose Pink Cadillac,DOPE LEMON,2VaOn32haUapQOYnerK32W,07/01/2022,5J59tqY0Ad4r27tJJajzyB,2VaOn32haUapQOYnerK32W,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,64,0.805,100.003,0.746,-6.827,0.104,0.906,0.0339,0.00685,1,1,261912,0.321,4,https://api.spotify.com/v1/tracks/5J59tqY0Ad4r27tJJajzyB,spotify:track:5J59tqY0Ad4r27tJJajzyB,https://api.spotify.com/v1/audio-analysis/5J59tqY0Ad4r27tJJajzyB,5J59tqY0Ad4r27tJJajzyB
Tombstone,Ocean Alley,6QTGSEPOn6hwEv5x62xA05,19/06/2020,1fD7qtrFhJReUkEEAvwt3b,6QTGSEPOn6hwEv5x62xA05,Australian Indie,indie,australian,37i9dQZF1EIcLyY4fNNQaC,55,0.542,169.31,0.334,-11.202,0.139,0.809,0.0263,0.000632,1,5,240280,0.0117,4,https://api.spotify.com/v1/tracks/1fD7qtrFhJReUkEEAvwt3b,spotify:track:1fD7qtrFhJReUkEEAvwt3b,https://api.spotify.com/v1/audio-analysis/1fD7qtrFhJReUkEEAvwt3b,1fD7qtrFhJReUkEEAvwt3b
Glaciers,Lights & Motion,4N11Xw4rtuswjOeZjqKgay,02/02/2018,2No1A7ZuMaBGxz45jmA9Gw,4N11Xw4rtuswjOeZjqKgay,Nordic Electronica,electronic,nordic,54uNB5xGn23ZxdXR1wu84J,33,0.16,56.449,0.0789,-18.144,0.0943,0.0409,0.0362,0.786,1,7,176373,0.733,4,https://api.spotify.com/v1/tracks/2No1A7ZuMaBGxz45jmA9Gw,spotify:track:2No1A7ZuMaBGxz45jmA9Gw,https://api.spotify.com/v1/audio-analysis/2No1A7ZuMaBGxz45jmA9Gw,2No1A7ZuMaBGxz45jmA9Gw
The Ends,Luke Howard,3ruy1nBte44Ziwta8Agu27,01/01/2016,6k7kaov8nnc7SQkX2DWCCq,3ruy1nBte44Ziwta8Agu27,Nordic Electronica,electronic,nordic,54uNB5xGn23ZxdXR1wu84J,24,0.0429,69.569,0.196,-19.749,0.152,0.0575,0.0395,0.983,1,11,214334,0.977,5,https://api.spotify.com/v1/tracks/6k7kaov8nnc7SQkX2DWCCq,spotify:track:6k7kaov8nnc7SQkX2DWCCq,https://api.spotify.com/v1/audio-analysis/6k7kaov8nnc7SQkX2DWCCq,6k7kaov8nnc7SQkX2DWCCq
Ariana,Tony Anderson,5TysTo9f3n0XboUEI6qwEI,17/01/2020,1ey4hhMVl1Tv9MK1y44tS0,5TysTo9f3n0XboUEI6qwEI,Nordic Electronica,electronic,nordic,54uNB5xGn23ZxdXR1wu84J,41,0.185,92.992,0.513,-24.03,0.101,0.0341,0.0348,0.897,1,6,557635,0.967,4,https://api.spotify.com/v1/tracks/1ey4hhMVl1Tv9MK1y44tS0,spotify:track:1ey4hhMVl1Tv9MK1y44tS0,https://api.spotify.com/v1/audio-analysis/1ey4hhMVl1Tv9MK1y44tS0,1ey4hhMVl1Tv9MK1y44tS0
Rush/Rest,Benjamin Drewitz,4qmPVTJGQQlk6KJHE31YvF,18/10/2024,62xhvHjkjOs5wopWPdEaAP,4qmPVTJGQQlk6KJHE31YvF,Nordic Electronica,electronic,nordic,54uNB5xGn23ZxdXR1wu84J,21,0.163,166.037,0.398,-24.801,0.0811,0.371,0.033,0.905,0,2,150361,0.987,4,https://api.spotify.com/v1/tracks/62xhvHjkjOs5wopWPdEaAP,spotify:track:62xhvHjkjOs5wopWPdEaAP,https://api.spotify.com/v1/audio-analysis/62xhvHjkjOs5wopWPdEaAP,62xhvHjkjOs5wopWPdEaAP
Umbra,Jakob Ahlbom,3smUPK29fzaETnV06RbSzt,03/10/2024,3IlvMxbtmTsyp8xWvNiMn5,3smUPK29fzaETnV06RbSzt,Nordic Electronica,electronic,nordic,54uNB5xGn23ZxdXR1wu84J,18,0.233,178.034,0.257,-21.571,0.103,0.037,0.039,0.924,1,7,229158,0.936,3,https://api.spotify.com/v1/tracks/3IlvMxbtmTsyp8xWvNiMn5,spotify:track:3IlvMxbtmTsyp8xWvNiMn5,https://api.spotify.com/v1/audio-analysis/3IlvMxbtmTsyp8xWvNiMn5,3IlvMxbtmTsyp8xWvNiMn5
