track_name,track_artist,track_album_id,track_album_release_date,track_id,track_album_id,playlist_name,playlist_genre,playlist_subgenre,playlist_id,track_popularity,energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,time_signature,track_href,uri,analysis_url,id
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",5lJqux7orBlA1QzyiBGti1,29/02/2020,2DEZmgHKAvm41k4J3R2E9Y,5lJqux7orBlA1QzyiBGti1,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,72,0.829,96.172,0.607,-4.074,0.107,0.685,0.379,0,1,2,295177,0.0103,4,https://api.spotify.com/v1/tracks/2DEZmgHKAvm41k4J3R2E9Y,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,https://api.spotify.com/v1/audio-analysis/2DEZmgHKAvm41k4J3R2E9Y,2DEZmgHKAvm41k4J3R2E9Y
La Difícil,Bad Bunny,5lJqux7orBlA1QzyiBGti1,29/02/2020,6NfrH0ANGmgBXyxgV2PeXt,5lJqux7orBlA1QzyiBGti1,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.848,179.87,0.685,-4.561,0.0783,0.761,0.0858,7.14e-06,0,8,163084,0.0861,4,https://api.spotify.com/v1/tracks/6NfrH0ANGmgBXyxgV2PeXt,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,https://api.spotify.com/v1/audio-analysis/6NfrH0ANGmgBXyxgV2PeXt,6NfrH0ANGmgBXyxgV2PeXt
A Tu Merced,Bad Bunny,5lJqux7orBlA1QzyiBGti1,29/02/2020,4r9jkMEnArtWGH2rL2FZl0,5lJqux7orBlA1QzyiBGti1,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,73,0.791,92.023,0.86,-4.784,0.106,0.887,0.0568,0.000106,1,0,175918,0.169,4,https://api.spotify.com/v1/tracks/4r9jkMEnArtWGH2rL2FZl0,spotify:track:4r9jkMEnArtWGH2rL2FZl0,https://api.spotify.com/v1/audio-analysis/4r9jkMEnArtWGH2rL2FZl0,4r9jkMEnArtWGH2rL2FZl0
Si Veo a Tu Mamá,Bad Bunny,5lJqux7orBlA1QzyiBGti1,29/02/2020,41wtwzCZkXwpnakmwJ239F,5lJqux7orBlA1QzyiBGti1,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,74,0.603,129.928,0.9,-5.313,0.134,0.824,0.0646,4.81e-06,1,2,170972,0.402,4,https://api.spotify.com/v1/tracks/41wtwzCZkXwpnakmwJ239F,spotify:track:41wtwzCZkXwpnakmwJ239F,https://api.spotify.com/v1/audio-analysis/41wtwzCZkXwpnakmwJ239F,41wtwzCZkXwpnakmwJ239F
La Zona,Bad Bunny,5lJqux7orBlA1QzyiBGti1,29/02/2020,5kqNIqFjijuzvVLhuY9B8j,5lJqux7orBlA1QzyiBGti1,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,68,0.801,93.992,0.762,-3.661,0.254,0.81,0.0409,7.04e-05,0,1,136893,0.2,4,https://api.spotify.com/v1/tracks/5kqNIqFjijuzvVLhuY9B8j,spotify:track:5kqNIqFjijuzvVLhuY9B8j,https://api.spotify.com/v1/audio-analysis/5kqNIqFjijuzvVLhuY9B8j,5kqNIqFjijuzvVLhuY9B8j
Yo Perreo Sola,Bad Bunny,5lJqux7orBlA1QzyiBGti1,29/02/2020,0SqqAgdovOE24BzxIClpjw,5lJqux7orBlA1QzyiBGti1,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,69,0.758,97.014,0.86,-5.16,0.344,0.453,0.0695,6.54e-05,1,11,172127,0.021,4,https://api.spotify.com/v1/tracks/0SqqAgdovOE24BzxIClpjw,spotify:track:0SqqAgdovOE24BzxIClpjw,https://api.spotify.com/v1/audio-analysis/0SqqAgdovOE24BzxIClpjw,0SqqAgdovOE24BzxIClpjw
Fantasias,"Rauw Alejandro, Farruko",1Flcx9eDuv7pTGM9nJBmGL,29/08/2019,6mAN61JH0dzyZpWslS11jy,1Flcx9eDuv7pTGM9nJBmGL,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,71,0.703,94.004,0.879,-4.219,0.0569,0.788,0.0701,0,1,1,199711,0.143,4,https://api.spotify.com/v1/tracks/6mAN61JH0dzyZpWslS11jy,spotify:track:6mAN61JH0dzyZpWslS11jy,https://api.spotify.com/v1/audio-analysis/6mAN61JH0dzyZpWslS11jy,6mAN61JH0dzyZpWslS11jy
Velitas,"Darell, Brytiago",12jwb6dkXYHWYg2YXvNCuA,12/07/2019,7q3NthaBqFI6s0WnAlnIvq,12jwb6dkXYHWYg2YXvNCuA,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.596,165.951,0.819,-7.009,0.138,0.622,0.318,1.19e-06,1,2,225542,0.225,4,https://api.spotify.com/v1/tracks/7q3NthaBqFI6s0WnAlnIvq,spotify:track:7q3NthaBqFI6s0WnAlnIvq,https://api.spotify.com/v1/audio-analysis/7q3NthaBqFI6s0WnAlnIvq,7q3NthaBqFI6s0WnAlnIvq
LA CANCIÓN,"J Balvin, Bad Bunny",6ylFfzx32ICw4L1A7YWNLN,28/06/2019,0fea68AdmYNygeTGI4RC18,6ylFfzx32ICw4L1A7YWNLN,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,82,0.646,176.088,0.756,-5.795,0.108,0.429,0.319,1.81e-05,1,7,242573,0.152,4,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,0fea68AdmYNygeTGI4RC18
QUE PRETENDES,"J Balvin, Bad Bunny",6ylFfzx32ICw4L1A7YWNLN,28/06/2019,25ZAibhr3bdlMCLmubZDVt,6ylFfzx32ICw4L1A7YWNLN,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,75,0.791,92.603,0.639,-4.443,0.362,0.933,0.254,0,0,10,222347,0.0275,4,https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt,spotify:track:25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/audio-analysis/25ZAibhr3bdlMCLmubZDVt,25ZAibhr3bdlMCLmubZDVt
Callaita,"Bad Bunny, Tainy",06S3Qjh4QWLtn6c7CVhYh7,31/05/2019,2TH65lNHgvLxCKXM3apjxI,06S3Qjh4QWLtn6c7CVhYh7,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,72,0.624,176.169,0.61,-4.773,0.243,0.244,0.309,2.12e-06,1,2,250534,0.6,4,https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI,spotify:track:2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/audio-analysis/2TH65lNHgvLxCKXM3apjxI,2TH65lNHgvLxCKXM3apjxI
Con Altura,"ROSALÍA, J Balvin, El Guincho",4bxHLppgdmaYJk0yfdcP0l,28/03/2019,2qG5sZ7Si6sdK74qLxedYM,4bxHLppgdmaYJk0yfdcP0l,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,69,0.689,97.963,0.882,-4.027,0.0501,0.746,0.124,0.00325,1,6,161627,0.39,4,https://api.spotify.com/v1/tracks/2qG5sZ7Si6sdK74qLxedYM,spotify:track:2qG5sZ7Si6sdK74qLxedYM,https://api.spotify.com/v1/audio-analysis/2qG5sZ7Si6sdK74qLxedYM,2qG5sZ7Si6sdK74qLxedYM
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",76XsfdI0kGODDdhHAJKZi3,28/03/2019,4lzxJ4jCuFDXXGkE1LmpKR,76XsfdI0kGODDdhHAJKZi3,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,69,0.647,95.982,0.857,-4.152,0.0842,0.553,0.0984,1.2e-06,0,11,267500,0.391,4,https://api.spotify.com/v1/tracks/4lzxJ4jCuFDXXGkE1LmpKR,spotify:track:4lzxJ4jCuFDXXGkE1LmpKR,https://api.spotify.com/v1/audio-analysis/4lzxJ4jCuFDXXGkE1LmpKR,4lzxJ4jCuFDXXGkE1LmpKR
Mayores,"Becky G, Bad Bunny",13MHW8hoLFjX7SaVEVmj3X,18/10/2019,2AY1UAimvTqjJC8vDJsOyy,13MHW8hoLFjX7SaVEVmj3X,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.836,96.993,0.746,-4.336,0.116,0.874,0.0445,0.00291,0,5,203187,0.145,4,https://api.spotify.com/v1/tracks/2AY1UAimvTqjJC8vDJsOyy,spotify:track:2AY1UAimvTqjJC8vDJsOyy,https://api.spotify.com/v1/audio-analysis/2AY1UAimvTqjJC8vDJsOyy,2AY1UAimvTqjJC8vDJsOyy
512,"Mora, JHAYCO",5r8T7S23cVDSd7a045h4N5,05/02/2021,5jzEwSyyymBlf1fa1o39T2,5r8T7S23cVDSd7a045h4N5,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,74,0.673,87.961,0.818,-7.542,0.172,0.695,0.148,0,0,4,193636,0.348,4,https://api.spotify.com/v1/tracks/5jzEwSyyymBlf1fa1o39T2,spotify:track:5jzEwSyyymBlf1fa1o39T2,https://api.spotify.com/v1/audio-analysis/5jzEwSyyymBlf1fa1o39T2,5jzEwSyyymBlf1fa1o39T2
Ay Vamos,J Balvin,4loQMkHOAbqVdyb59KBbsp,12/09/2014,6Ges5C2IE738iJh4HyQizQ,4loQMkHOAbqVdyb59KBbsp,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,72,0.711,173.916,0.718,-5.746,0.1,0.92,0.11,5.52e-05,0,8,226413,0.157,4,https://api.spotify.com/v1/tracks/6Ges5C2IE738iJh4HyQizQ,spotify:track:6Ges5C2IE738iJh4HyQizQ,https://api.spotify.com/v1/audio-analysis/6Ges5C2IE738iJh4HyQizQ,6Ges5C2IE738iJh4HyQizQ
Borro Cassette,Maluma,3PomvFR694SrCSZzDWMWV7,30/10/2015,6DUdDIRgLqCGq1DwkNWQTN,3PomvFR694SrCSZzDWMWV7,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,82,0.701,175.95,0.73,-5.885,0.151,0.785,0.106,0,0,5,207307,0.132,4,https://api.spotify.com/v1/tracks/6DUdDIRgLqCGq1DwkNWQTN,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/audio-analysis/6DUdDIRgLqCGq1DwkNWQTN,6DUdDIRgLqCGq1DwkNWQTN
6:00 AM,"J Balvin, Farruko",5Fqdd85mAoGDp0K9lmbPDp,29/09/2013,3uvypVUsiIr1B0BccIcsEh,5Fqdd85mAoGDp0K9lmbPDp,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,69,0.746,175.965,0.746,-5.046,0.274,0.733,0.102,0,0,5,243227,0.152,4,https://api.spotify.com/v1/tracks/3uvypVUsiIr1B0BccIcsEh,spotify:track:3uvypVUsiIr1B0BccIcsEh,https://api.spotify.com/v1/audio-analysis/3uvypVUsiIr1B0BccIcsEh,3uvypVUsiIr1B0BccIcsEh
Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",287ZdmXv5M5YH5xxdGLhbY,03/11/2017,5hcisvFMidkMJlElTO9Qmw,287ZdmXv5M5YH5xxdGLhbY,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,69,0.681,140.006,0.807,-6.268,0.0962,0.676,0.0983,0,1,11,297485,0.423,4,https://api.spotify.com/v1/tracks/5hcisvFMidkMJlElTO9Qmw,spotify:track:5hcisvFMidkMJlElTO9Qmw,https://api.spotify.com/v1/audio-analysis/5hcisvFMidkMJlElTO9Qmw,5hcisvFMidkMJlElTO9Qmw
Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",7v95vtyP4yh88N5fx5rYdB,19/10/2018,0GmiGIxXDNrePrHBpijYDp,7v95vtyP4yh88N5fx5rYdB,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.69,106.034,0.799,-7.252,0.143,0.682,0.1,0.001,1,7,352442,0.282,4,https://api.spotify.com/v1/tracks/0GmiGIxXDNrePrHBpijYDp,spotify:track:0GmiGIxXDNrePrHBpijYDp,https://api.spotify.com/v1/audio-analysis/0GmiGIxXDNrePrHBpijYDp,0GmiGIxXDNrePrHBpijYDp
No Es Justo,"J Balvin, Zion & Lennox",5kprdYds6oZb4iSldfflOT,25/05/2018,5qFeMRz4TvetPmzjre9Dq7,5kprdYds6oZb4iSldfflOT,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,69,0.812,87.864,0.683,-4.493,0.0872,0.724,0.0711,0.000404,1,7,250840,0.161,4,https://api.spotify.com/v1/tracks/5qFeMRz4TvetPmzjre9Dq7,spotify:track:5qFeMRz4TvetPmzjre9Dq7,https://api.spotify.com/v1/audio-analysis/5qFeMRz4TvetPmzjre9Dq7,5qFeMRz4TvetPmzjre9Dq7
Una Vez,"Bad Bunny, Mora",5lJqux7orBlA1QzyiBGti1,29/02/2020,5J7teKIJGtqVypgYI6sqXj,5lJqux7orBlA1QzyiBGti1,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,74,0.598,83.836,0.55,-5.402,0.0955,0.543,0.0831,2.58e-06,0,11,232496,0.132,4,https://api.spotify.com/v1/tracks/5J7teKIJGtqVypgYI6sqXj,spotify:track:5J7teKIJGtqVypgYI6sqXj,https://api.spotify.com/v1/audio-analysis/5J7teKIJGtqVypgYI6sqXj,5J7teKIJGtqVypgYI6sqXj
Una Locura,"Ozuna, J Balvin, Chencho Corleone",69iuPQsXel3luOSDNF0q2Q,04/09/2020,5y7DaS3jAc9eZzcSOoUIwU,69iuPQsXel3luOSDNF0q2Q,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,69,0.761,168.022,0.714,-4.596,0.241,0.906,0.0427,0.00035,0,5,230693,0.139,4,https://api.spotify.com/v1/tracks/5y7DaS3jAc9eZzcSOoUIwU,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,https://api.spotify.com/v1/audio-analysis/5y7DaS3jAc9eZzcSOoUIwU,5y7DaS3jAc9eZzcSOoUIwU
Bandido,"Myke Towers, Juhn",5sIyJyOgwEIOgBhLxIGG3t,10/12/2020,1xK1Gg9SxG8fy2Ya373oqb,5sIyJyOgwEIOgBhLxIGG3t,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.617,168.021,0.713,-4.637,0.0962,0.682,0.0887,0,1,8,232853,0.122,4,https://api.spotify.com/v1/tracks/1xK1Gg9SxG8fy2Ya373oqb,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,https://api.spotify.com/v1/audio-analysis/1xK1Gg9SxG8fy2Ya373oqb,1xK1Gg9SxG8fy2Ya373oqb
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",6ylFfzx32ICw4L1A7YWNLN,28/06/2019,7hynhxDoDpgMIV12JuVtNa,6ylFfzx32ICw4L1A7YWNLN,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,75,0.675,79.31,0.627,-7.125,0.0784,0.961,0.212,0,0,5,277107,0.125,4,https://api.spotify.com/v1/tracks/7hynhxDoDpgMIV12JuVtNa,spotify:track:7hynhxDoDpgMIV12JuVtNa,https://api.spotify.com/v1/audio-analysis/7hynhxDoDpgMIV12JuVtNa,7hynhxDoDpgMIV12JuVtNa
EL MAKINON,"KAROL G, Mariah Angeliq",5CS8E6JVACItYto4OOJoPW,26/03/2021,2FSGUA0gFgGeQdprjtGM2M,5CS8E6JVACItYto4OOJoPW,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.706,88.863,0.635,-3.224,0.108,0.443,0.125,0,0,5,209160,0.256,4,https://api.spotify.com/v1/tracks/2FSGUA0gFgGeQdprjtGM2M,spotify:track:2FSGUA0gFgGeQdprjtGM2M,https://api.spotify.com/v1/audio-analysis/2FSGUA0gFgGeQdprjtGM2M,2FSGUA0gFgGeQdprjtGM2M
Pepas,Farruko,2A5ksnhz7YWbRLvFMjX1j1,24/06/2021,5fwSHlTEWpluwOM0Sxnh5k,2A5ksnhz7YWbRLvFMjX1j1,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,76,0.766,130.001,0.762,-3.955,0.128,0.442,0.0343,6.98e-05,1,7,287120,0.00776,4,https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/audio-analysis/5fwSHlTEWpluwOM0Sxnh5k,5fwSHlTEWpluwOM0Sxnh5k
ALMAS GEMELAS,Myke Towers,3DcHy54Up1gEXKXbsv8xeT,22/07/2021,2KcNrONbZ0hvBPjvrDO2tx,3DcHy54Up1gEXKXbsv8xeT,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,69,0.745,94.979,0.793,-4.579,0.293,0.716,0.0571,0.000189,1,7,235411,0.182,4,https://api.spotify.com/v1/tracks/2KcNrONbZ0hvBPjvrDO2tx,spotify:track:2KcNrONbZ0hvBPjvrDO2tx,https://api.spotify.com/v1/audio-analysis/2KcNrONbZ0hvBPjvrDO2tx,2KcNrONbZ0hvBPjvrDO2tx
Bichiyal,"Bad Bunny, Yaviah",5lJqux7orBlA1QzyiBGti1,29/02/2020,4j4w4CXm6BSr0s25wAWrrX,5lJqux7orBlA1QzyiBGti1,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.766,93.956,0.737,-4.242,0.114,0.662,0.0458,6.63e-06,0,10,196500,0.31,4,https://api.spotify.com/v1/tracks/4j4w4CXm6BSr0s25wAWrrX,spotify:track:4j4w4CXm6BSr0s25wAWrrX,https://api.spotify.com/v1/audio-analysis/4j4w4CXm6BSr0s25wAWrrX,4j4w4CXm6BSr0s25wAWrrX
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",4589OIFRZp41qbsp7TWFCx,05/10/2021,4gzsuuZypVbxs0Af1LSZyB,4589OIFRZp41qbsp7TWFCx,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.703,169.888,0.639,-6.33,0.0865,0.138,0.0794,1.78e-06,0,4,207301,0.0889,4,https://api.spotify.com/v1/tracks/4gzsuuZypVbxs0Af1LSZyB,spotify:track:4gzsuuZypVbxs0Af1LSZyB,https://api.spotify.com/v1/audio-analysis/4gzsuuZypVbxs0Af1LSZyB,4gzsuuZypVbxs0Af1LSZyB
MAMIII,"Becky G, KAROL G",6GHUywBU0u92lg0Dhrt40R,10/02/2022,1ri9ZUkBJVFUdgwzCnfcYs,6GHUywBU0u92lg0Dhrt40R,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,69,0.7,93.991,0.843,-3.563,0.14,0.899,0.0803,0,0,4,226088,0.0934,4,https://api.spotify.com/v1/tracks/1ri9ZUkBJVFUdgwzCnfcYs,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,https://api.spotify.com/v1/audio-analysis/1ri9ZUkBJVFUdgwzCnfcYs,1ri9ZUkBJVFUdgwzCnfcYs
Desesperados,"Rauw Alejandro, Chencho Corleone",3w1Tr9F91XMcsmBJQ8hS7H,11/12/2021,6ZOcbKub95XSDESsKKuH41,3w1Tr9F91XMcsmBJQ8hS7H,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,68,0.694,90.02,0.869,-3.35,0.0878,0.511,0.0783,0.00125,0,1,224997,0.356,4,https://api.spotify.com/v1/tracks/6ZOcbKub95XSDESsKKuH41,spotify:track:6ZOcbKub95XSDESsKKuH41,https://api.spotify.com/v1/audio-analysis/6ZOcbKub95XSDESsKKuH41,6ZOcbKub95XSDESsKKuH41
Te Felicito,"Shakira, Rauw Alejandro",6gQKAYf3TJM9sppw3AtbHH,21/04/2022,2rurDawMfoKP4uHyb2kJBt,6gQKAYf3TJM9sppw3AtbHH,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.636,174.14,0.695,-4.654,0.081,0.575,0.317,0,1,5,172235,0.234,4,https://api.spotify.com/v1/tracks/2rurDawMfoKP4uHyb2kJBt,spotify:track:2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/audio-analysis/2rurDawMfoKP4uHyb2kJBt,2rurDawMfoKP4uHyb2kJBt
Después de la Playa,Bad Bunny,3RQQmkQEvNCY4prGKE6oc5,06/05/2022,1dm6z1fWB0cErMszU25dy2,3RQQmkQEvNCY4prGKE6oc5,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,71,0.903,78.293,0.564,-3.221,0.175,0.607,0.307,0,1,5,230400,0.356,4,https://api.spotify.com/v1/tracks/1dm6z1fWB0cErMszU25dy2,spotify:track:1dm6z1fWB0cErMszU25dy2,https://api.spotify.com/v1/audio-analysis/1dm6z1fWB0cErMszU25dy2,1dm6z1fWB0cErMszU25dy2
Moscow Mule,Bad Bunny,3RQQmkQEvNCY4prGKE6oc5,06/05/2022,6Xom58OOXk2SoU711L2IXO,3RQQmkQEvNCY4prGKE6oc5,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,79,0.674,99.968,0.804,-5.453,0.115,0.292,0.0333,1.18e-06,0,5,245940,0.294,4,https://api.spotify.com/v1/tracks/6Xom58OOXk2SoU711L2IXO,spotify:track:6Xom58OOXk2SoU711L2IXO,https://api.spotify.com/v1/audio-analysis/6Xom58OOXk2SoU711L2IXO,6Xom58OOXk2SoU711L2IXO
Agosto,Bad Bunny,3RQQmkQEvNCY4prGKE6oc5,06/05/2022,0wihfILRNOwE2156Shezc8,3RQQmkQEvNCY4prGKE6oc5,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,71,0.584,115.018,0.849,-8.195,0.492,0.724,0.115,6.18e-06,0,1,139041,0.0929,4,https://api.spotify.com/v1/tracks/0wihfILRNOwE2156Shezc8,spotify:track:0wihfILRNOwE2156Shezc8,https://api.spotify.com/v1/audio-analysis/0wihfILRNOwE2156Shezc8,0wihfILRNOwE2156Shezc8
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",2xscWVWifSGkfqPmqC122O,09/02/2022,17I27VXKtqXJHL6ReaG0eS,2xscWVWifSGkfqPmqC122O,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.673,181.891,0.655,-5.98,0.0753,0.342,0.308,0,0,0,249520,0.473,4,https://api.spotify.com/v1/tracks/17I27VXKtqXJHL6ReaG0eS,spotify:track:17I27VXKtqXJHL6ReaG0eS,https://api.spotify.com/v1/audio-analysis/17I27VXKtqXJHL6ReaG0eS,17I27VXKtqXJHL6ReaG0eS
GATÚBELA,"KAROL G, Maldy",5FdSjtKiymlHrdbXDyXcxA,26/08/2022,1ga4PztXOIw1yBbdUt2X8v,5FdSjtKiymlHrdbXDyXcxA,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,68,0.858,92.523,0.627,-2.824,0.21,0.342,0.386,0,0,11,209160,0.263,4,https://api.spotify.com/v1/tracks/1ga4PztXOIw1yBbdUt2X8v,spotify:track:1ga4PztXOIw1yBbdUt2X8v,https://api.spotify.com/v1/audio-analysis/1ga4PztXOIw1yBbdUt2X8v,1ga4PztXOIw1yBbdUt2X8v
¿Qué Nos Pasó?,Anuel AA,4q4kJrDt0OcTP2of4YUuHR,26/05/2022,7k3qWn8D43a5ISa3x8lJux,4q4kJrDt0OcTP2of4YUuHR,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,71,0.694,95,0.703,-4.808,0.12,0.298,0.0607,5.8e-06,0,3,245739,0.436,4,https://api.spotify.com/v1/tracks/7k3qWn8D43a5ISa3x8lJux,spotify:track:7k3qWn8D43a5ISa3x8lJux,https://api.spotify.com/v1/audio-analysis/7k3qWn8D43a5ISa3x8lJux,7k3qWn8D43a5ISa3x8lJux
Sexo Virtual,Rauw Alejandro,2Nt6MDJXfoxQ22tIQgWXIh,10/12/2021,1lV3QHHMAQt0Kc1ioZq2MP,2Nt6MDJXfoxQ22tIQgWXIh,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.739,179.879,0.704,-3.286,0.0856,0.425,0.112,1.93e-05,1,8,208292,0.328,4,https://api.spotify.com/v1/tracks/1lV3QHHMAQt0Kc1ioZq2MP,spotify:track:1lV3QHHMAQt0Kc1ioZq2MP,https://api.spotify.com/v1/audio-analysis/1lV3QHHMAQt0Kc1ioZq2MP,1lV3QHHMAQt0Kc1ioZq2MP
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",3752EkZZ1wjEzZ1MRd9rsV,08/09/2021,2BEcap3xJtmiPaHKyfQi4e,3752EkZZ1wjEzZ1MRd9rsV,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,70,0.846,98.026,0.734,-3.425,0.235,0.604,0.0489,1.74e-06,0,9,209884,0.166,4,https://api.spotify.com/v1/tracks/2BEcap3xJtmiPaHKyfQi4e,spotify:track:2BEcap3xJtmiPaHKyfQi4e,https://api.spotify.com/v1/audio-analysis/2BEcap3xJtmiPaHKyfQi4e,2BEcap3xJtmiPaHKyfQi4e
La Bebe - Remix,"Yng Lvcas, Peso Pluma",6aBVGuOUEuX18rHxyDWbti,17/03/2023,2UW7JaomAMuX9pZrjVpHAU,6aBVGuOUEuX18rHxyDWbti,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,79,0.479,169.922,0.812,-5.678,0.0756,0.559,0.333,1.21e-06,0,2,234353,0.213,4,https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,spotify:track:2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU,2UW7JaomAMuX9pZrjVpHAU
QUEMA,"Ryan Castro, Peso Pluma, SOG",0RdSengz6ayOfcVwH3HBry,13/07/2023,2hn2zOA2XFlv6DSmesylrL,0RdSengz6ayOfcVwH3HBry,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,74,0.892,97.008,0.791,-2.58,0.0609,0.916,0.0521,0.000355,1,0,150619,0.0509,4,https://api.spotify.com/v1/tracks/2hn2zOA2XFlv6DSmesylrL,spotify:track:2hn2zOA2XFlv6DSmesylrL,https://api.spotify.com/v1/audio-analysis/2hn2zOA2XFlv6DSmesylrL,2hn2zOA2XFlv6DSmesylrL
LALA,Myke Towers,3puAvurwvtvi1rodndIPW8,23/03/2023,7ABLbnD53cQK00mhcaOUVG,3puAvurwvtvi1rodndIPW8,Reggaeton Hits,latin,reggaeton,50RFc7X949cZs4CHZ4fPDe,82,0.737,91.986,0.708,-4.045,0.0955,0.607,0.0436,0.00162,1,1,197920,0.0739,4,https://api.spotify.com/v1/tracks/7ABLbnD53cQK00mhcaOUVG,spotify:track:7ABLbnD53cQK00mhcaOUVG,https://api.spotify.com/v1/audio-analysis/7ABLbnD53cQK00mhcaOUVG,7ABLbnD53cQK00mhcaOUVG
